ip,date,time,zone,cik,accession,extention,code,size,idx,norefer,noagent,find,crawler,browser
129.250.150.jdd,2006-03-26,07:00:53,500.0,1034430.0,0001209191-05-015309,xslF345X02/doc4.xml,200.0,51429.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,07:03:11,500.0,1194364.0,0000012978-03-000290,xslF345X02/edgar.xml,200.0,23521.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,07:03:18,500.0,1008079.0,0001140361-05-002308,xslF345X02/doc1.xml,200.0,15847.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,07:05:29,500.0,1332711.0,0000905148-05-003724,xslF345X02/efc5-1559_ex.xml,200.0,11523.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,07:06:05,500.0,1339407.0,0001339407-05-000002,xslF345X02/wor931.xml,200.0,11888.0,0.0,1.0,0.0,0.0,0.0,rim
129.250.150.jdd,2006-03-26,07:08:35,500.0,1318788.0,0001065407-05-000280,xslF345X02/edgar.xml,200.0,15289.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,07:14:01,500.0,1222576.0,0001222576-04-000020,xslF345X02/primary_doc.xml,200.0,17523.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,07:15:06,500.0,1218324.0,0001218324-04-000001,xslF345X02/edgardoc.xml,200.0,22010.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,07:23:52,500.0,1235440.0,0001297596-06-000004,xslF345X02/primary_doc.xml,200.0,15843.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,07:31:20,500.0,1204538.0,0001001250-05-000160,xslF345X02/edgar.xml,200.0,18370.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,07:31:20,500.0,1263544.0,0001001250-05-000161,xslF345X02/edgar.xml,200.0,18367.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,07:31:20,500.0,1102599.0,0001001250-05-000159,xslF345X02/edgar.xml,200.0,18373.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,07:31:21,500.0,942617.0,0001001250-05-000112,xslF345X02/edgar.xml,200.0,21741.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,07:31:21,500.0,1008095.0,0001001250-05-000166,xslF345X02/edgar.xml,200.0,17804.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,07:31:23,500.0,1008090.0,0001001250-05-000076,xslF345X02/edgar.xml,200.0,22006.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,07:31:25,500.0,1169896.0,0001001250-05-000062,xslF345X02/edgar.xml,200.0,16804.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,07:31:25,500.0,1034657.0,0001001250-05-000060,xslF345X02/edgar.xml,200.0,18617.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,07:31:25,500.0,1169896.0,0001001250-05-000072,xslF345X02/edgar.xml,200.0,16779.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,07:31:26,500.0,1014154.0,0001001250-05-000061,xslF345X02/edgar.xml,200.0,16770.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,07:31:26,500.0,1050985.0,0001001250-05-000063,xslF345X02/edgar.xml,200.0,16793.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,07:31:28,500.0,1113487.0,0001001250-05-000059,xslF345X02/edgar.xml,200.0,18613.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,07:32:47,500.0,923960.0,0000319201-05-000055,xslF345X02/primary_doc.xml,200.0,18885.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,07:32:47,500.0,923960.0,0001209191-05-046019,xslF345X02/doc4.xml,200.0,15971.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,07:32:47,500.0,923960.0,0000923960-03-000001,xslF345X02/primary_doc.xml,200.0,17047.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,07:36:06,500.0,1282749.0,0001209191-05-020792,xslF345X02/doc5.xml,200.0,15519.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,07:39:23,500.0,1189786.0,0001189786-04-000001,xslF345X02/sta420.xml,200.0,19003.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,07:39:48,500.0,1167008.0,0000772349-04-000004,xslF345X02/primary_doc.xml,200.0,15332.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,07:40:24,500.0,1266548.0,0000779125-04-000008,xslF345X02/primary_doc.xml,200.0,15065.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,07:40:24,500.0,1184462.0,0001209191-05-023354,xslF345X02/doc4.xml,200.0,21677.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,07:42:44,500.0,1249032.0,0001265932-04-000026,xslF345X02/edgardoc.xml,200.0,16616.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,07:44:54,500.0,1183361.0,0000003370-05-000204,xslF345X02/edgardoc.xml,200.0,20332.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,07:44:54,500.0,1183361.0,0000003370-04-000207,xslF345X02/edgardoc.xml,200.0,19794.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,07:44:57,500.0,1183361.0,0000003370-05-000115,xslF345X02/edgardoc.xml,200.0,20762.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,07:50:34,500.0,1209345.0,0000077159-03-000127,xslF345X02/primary_doc.xml,200.0,15826.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,07:56:30,500.0,1188145.0,0001209191-04-055519,xslF345X02/doc4.xml,200.0,15269.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,08:04:08,500.0,1249459.0,0000106926-04-000052,xslF345X02/edgar.xml,200.0,29408.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,08:05:46,500.0,1223567.0,0001209191-04-020827,xslF345X02/doc4.xml,200.0,15276.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,08:09:05,500.0,1201045.0,0001181431-04-032643,xslF345X02/rrd46288.xml,200.0,13542.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,08:11:11,500.0,1021584.0,0001313617-05-000051,xslF345X02/edgar.xml,200.0,18643.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,08:15:13,500.0,1115017.0,0001214659-05-001262,xslF345X02/r9251f4_ex.xml,200.0,19908.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,08:15:31,500.0,1322446.0,0001181431-05-021982,xslF345X02/rrd75607.xml,200.0,16071.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,08:16:53,500.0,1112507.0,0000745026-05-000005,xslF345X02/primary_doc.xml,200.0,32611.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,08:25:09,500.0,1187138.0,0001185160-04-000033,xslF345X02/edgar.xml,200.0,20295.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,08:25:58,500.0,1312329.0,0001194912-04-000059,xslF345X02/fer180.xml,200.0,14608.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,08:26:20,500.0,1007706.0,0000799729-05-000028,xslF345X02/doc.xml,200.0,15816.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,08:28:49,500.0,1284935.0,0001209191-04-017734,xslF345X02/doc4.xml,200.0,18226.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,08:34:15,500.0,1195484.0,0000099780-04-000140,xslF345X02/edgar.xml,200.0,16562.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,08:35:45,500.0,1195484.0,0000099780-04-000140,xslF345X02/edgar.xml,200.0,16562.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,08:40:01,500.0,1186062.0,0000106926-05-000031,xslF345X02/edgar.xml,200.0,18975.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,08:41:26,500.0,1238225.0,0001140361-03-003383,xslF345X02/doc1.xml,200.0,15425.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,08:52:01,500.0,1194562.0,0001179110-06-006781,xslF345X02/edgar.xml,200.0,17026.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,08:55:08,500.0,77476.0,0001209191-05-048645,xslF345X02/doc4.xml,200.0,15849.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,08:56:15,500.0,1180163.0,0001180163-03-000003,xslF345/primary_doc.xml,200.0,15933.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,08:56:22,500.0,1128759.0,0001209191-04-058129,xslF345X02/doc4a.xml,200.0,17293.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,08:56:36,500.0,1196469.0,0000066740-03-000108,xslF345X02/edgardoc.xml,200.0,16132.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,08:58:21,500.0,1180163.0,0001180163-03-000003,xslF345/primary_doc.xml,200.0,15933.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,08:58:56,500.0,1192039.0,0001209191-05-006374,xslF345X02/bpx70159_bpx4dc4.xml,200.0,17643.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,09:03:58,500.0,1197350.0,0001104659-05-045820,xslF345X02/a3.xml,200.0,14859.0,0.0,1.0,0.0,0.0,0.0,
129.250.150.jdd,2006-03-26,09:04:11,500.0,1292362.0,0000100885-06-000071,xslF345X02/edgardoc.xml,200.0,16919.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,09:05:41,500.0,1243302.0,0000006284-03-000066,xslF345X01/edgardoc.xml,200.0,15775.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,09:06:11,500.0,1166854.0,0001209191-05-018284,xslF345X02/doc4.xml,200.0,15254.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,09:08:50,500.0,1189611.0,0001140361-03-003311,xslF345X02/doc1.xml,200.0,15329.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,09:09:20,500.0,1335349.0,0001179110-05-017937,xslF345X02/edgar.xml,200.0,14676.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,09:13:34,500.0,897686.0,0001140361-03-003560,xslF345X02/doc1.xml,200.0,22596.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,09:14:55,500.0,1300398.0,0001062231-06-000025,xslF345X02/edgar.xml,200.0,20072.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,09:16:42,500.0,1302408.0,0001302408-04-000001,xslF345X02/primary_doc.xml,200.0,15723.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,09:23:13,500.0,1206686.0,0001209191-05-037705,xslF345X02/bcl15101_bcl1jww.xml,200.0,16727.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,09:24:56,500.0,1234000.0,0001234000-04-000008,xslF345X02/primary_doc.xml,200.0,15086.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,09:28:15,500.0,1116948.0,0000922475-03-000030,xslF345X01/edgar.xml,200.0,15786.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,09:28:17,500.0,1180158.0,0001140361-03-003667,xslF345X02/doc1.xml,200.0,16054.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,09:30:50,500.0,1296775.0,0000749038-04-000020,xslF345X02/edgar.xml,200.0,17625.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,09:38:56,500.0,1211065.0,0001140361-04-001734,xslF345X02/doc1.xml,200.0,18674.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,09:45:41,500.0,1185567.0,0000749251-03-000032,xslF345X02/edgardoc.xml,200.0,16410.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,09:52:06,500.0,1209939.0,0001209939-03-000001,xslF345X02/edgar.xml,200.0,19766.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,09:54:50,500.0,1245663.0,0001181431-03-017128,xslF345X02/rrd15183.xml,200.0,16297.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,09:59:05,500.0,1296603.0,0001209191-05-027483,xslF345X02/bdn24125_bdn14emk.xml,200.0,15051.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,10:02:57,500.0,1331705.0,0001209191-05-034063,xslF345X02/doc3.xml,200.0,14692.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,10:04:05,500.0,1186102.0,0001140361-03-003982,xslF345X02/doc1.xml,200.0,17212.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,10:06:17,500.0,1193615.0,0001209191-04-008334,xslF345X02/doc4.xml,200.0,16067.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,10:13:04,500.0,1195033.0,0001209191-06-003127,xslF345X02/doc4.xml,200.0,17726.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,10:15:44,500.0,1302940.0,0001179124-04-000160,xslF345X02/primary_doc.xml,200.0,11720.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,10:16:36,500.0,1279632.0,0001209191-06-011383,xslF345X02/doc4.xml,200.0,16830.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,10:22:44,500.0,1233480.0,0001181431-05-016331,xslF345X02/rrd72381.xml,200.0,17025.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,10:23:39,500.0,1292609.0,0001019687-04-001347,xslF345X02/edgar.xml,200.0,17871.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,10:25:19,500.0,1197587.0,0000008818-05-000005,xslF345X02/edgardoc.xml,200.0,16210.0,0.0,1.0,0.0,0.0,0.0,mac
129.250.150.jdd,2006-03-26,10:25:54,500.0,1189685.0,0001181431-03-035072,xslF345X02/rrd25178.xml,200.0,18764.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,10:26:24,500.0,1183361.0,0001116521-06-000013,xslF345X02/edgar.xml,200.0,15547.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,10:28:39,500.0,1228368.0,0001140361-03-003505,xslF345X02/doc1.xml,200.0,15760.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,10:28:45,500.0,1309440.0,0001209191-05-050788,xslF345X02/doc4.xml,200.0,16737.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,10:30:26,500.0,1189685.0,0001181431-03-035072,xslF345X02/rrd25178.xml,200.0,18764.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,10:32:25,500.0,1199601.0,0001140361-03-003618,xslF345X02/doc1.xml,200.0,17153.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,10:32:28,500.0,1186037.0,0000933590-04-000024,xslF345X02/edgar.xml,200.0,15266.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,10:33:42,500.0,1247705.0,0000990592-03-000005,xslF345X02/primary_doc.xml,200.0,16014.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,10:35:56,500.0,1205460.0,0000910484-05-000021,xslF345X02/primary_doc.xml,200.0,16578.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,10:38:44,500.0,1216563.0,0001140361-03-003614,xslF345X02/doc1.xml,200.0,21329.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,10:40:53,500.0,1203269.0,0000277948-03-000127,xslF345X02/edgar.xml,200.0,16273.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,10:43:53,500.0,1195294.0,0001195294-03-000001,xslF345X02/primary_doc.xml,200.0,14374.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,10:48:07,500.0,1187791.0,0001342572-06-000004,xslF345X02/edgar.xml,200.0,16368.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,10:50:37,500.0,1188226.0,0000065201-03-000032,xslF345X02/mor20031204_ex.xml,200.0,19125.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,10:52:09,500.0,1215762.0,0000081061-04-000140,xslF345X02/att280.xml,200.0,16470.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,10:52:56,500.0,1189611.0,0001140361-03-003195,xslF345X02/doc1.xml,200.0,16114.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,10:53:58,500.0,1145948.0,0001005477-05-000573,xslF345X02/edgar123.xml,200.0,15577.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,10:54:25,500.0,1100861.0,0000909654-05-002229,xslF345X02/lib21.xml,200.0,17175.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,10:54:48,500.0,1255531.0,0001181431-04-037490,xslF345X02/rrd48623.xml,200.0,31419.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,10:57:42,500.0,1278039.0,0001278039-05-000003,xslF345X02/doc4.xml,200.0,16012.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,10:58:44,500.0,1309039.0,0001181431-04-057217,xslF345X02/rrd60228.xml,200.0,15492.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,10:59:31,500.0,1241189.0,0000906504-04-000007,xslF345X02/primary_doc.xml,200.0,19545.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,10:59:42,500.0,1268651.0,0000898432-03-001111,xslF345X02/primary_doc.xml,200.0,11592.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,11:05:33,500.0,1267160.0,0001209191-04-043692,xslF345X02/bny01841_aiml4.xml,200.0,34779.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,11:05:42,500.0,1185605.0,0000067347-05-000218,xslF345X02/primary_doc.xml,200.0,15460.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,11:10:18,500.0,1206513.0,0001140361-03-003304,xslF345X02/doc1.xml,200.0,18684.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,11:10:49,500.0,1138538.0,0000904548-04-000003,xslF345X02/edgar.xml,200.0,23889.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,11:13:52,500.0,1183234.0,0001209191-05-025570,xslF345X02/bsf09097_bsf1rck.xml,200.0,26919.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,11:15:27,500.0,1235632.0,0000727008-05-000007,xslF345X02/dav147.xml,200.0,28430.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,11:16:36,500.0,1219679.0,0001219684-06-000057,xslF345X02/edgardoc.xml,200.0,64919.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,11:18:52,500.0,1332720.0,0001001277-05-000478,xslF345X02/for032905_ex.xml,200.0,12322.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,11:18:58,500.0,1202479.0,0001202479-05-000004,xslF345X02/edgar.xml,200.0,32211.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,11:21:07,500.0,1133713.0,0001140361-03-003692,xslF345X02/doc1.xml,200.0,15783.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,11:23:22,500.0,1311661.0,0001311661-04-000001,xslF345X02/primary_doc.xml,200.0,11829.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,11:27:15,500.0,1200146.0,0001209191-03-008575,xslF345X01/doc4.xml,200.0,15541.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,11:27:45,500.0,1198785.0,0000913949-05-000007,xslF345X02/edgardoc.xml,200.0,32926.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,11:27:45,500.0,1198785.0,0000913949-04-000031,xslF345X02/edgardoc.xml,200.0,25321.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,11:30:45,500.0,1236185.0,0000813828-05-000123,xslF345X02/phi475.xml,200.0,16389.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,11:34:06,500.0,1192846.0,0001209191-04-048658,xslF345X02/doc4.xml,200.0,15972.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,11:34:12,500.0,1287741.0,0000950155-05-000106,xslF345X02/e950326fr3_ex.xml,200.0,30101.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,11:36:17,500.0,1294796.0,0001209191-04-034020,xslF345X02/doc4a.xml,200.0,18963.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,11:36:29,500.0,1091498.0,0000745026-04-000008,xslF345X02/primary_doc.xml,200.0,22326.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,11:38:21,500.0,1219721.0,0001219721-04-000005,xslF345X02/c0001219721d20040528f4f.xml,200.0,36393.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,11:40:04,500.0,1265795.0,0001209191-04-030923,xslF345X02/doc4.xml,200.0,16059.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,11:40:55,500.0,1268605.0,0000929987-05-000018,xslF345X02/lorellform4_ex.xml,200.0,15715.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,11:44:10,500.0,1203754.0,0001203754-05-000002,xslF345X02/primary_doc.xml,200.0,16737.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,11:46:34,500.0,1263108.0,0001209191-03-022691,xslF345X02/doc4.xml,200.0,20416.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,11:49:26,500.0,1214453.0,0001214453-04-000002,xslF345X02/edgar.xml,200.0,24519.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,11:50:11,500.0,1300743.0,0001287695-04-000350,xslF345X02/primary_doc.xml,200.0,11585.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,11:50:41,500.0,1187573.0,0001187573-03-000010,xslF345X02/joform4112503_ex.xml,200.0,27375.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,11:51:51,500.0,1185103.0,0001185103-03-000007,xslF345X02/edgar.xml,200.0,20185.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,11:54:28,500.0,1249445.0,0000106926-06-000007,xslF345X02/edgar.xml,200.0,28828.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,11:55:41,500.0,1228215.0,0001209191-03-007100,xslF345X01/doc4.xml,200.0,15364.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,11:55:57,500.0,1255854.0,0001125282-05-002071,xslF345X02/b406177_ex.xml,200.0,17664.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,11:57:22,500.0,1183723.0,0001242661-05-000087,xslF345X02/c0001183723d20050705f4s1f.xml,200.0,19992.0,0.0,1.0,0.0,0.0,0.0,mac
129.250.150.jdd,2006-03-26,11:57:59,500.0,1128478.0,0001140361-05-001189,xslF345X02/doc1.xml,200.0,16456.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,12:01:46,500.0,1243170.0,0001243170-03-000001,xslF345X02/edgar.xml,200.0,16023.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,12:07:28,500.0,1252861.0,0000749251-03-000005,xslF345X01/edgardoc.xml,200.0,14450.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,12:08:48,500.0,1208970.0,0001100125-05-000072,xslF345X02/form4raymondx_ex.xml,200.0,15537.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,12:09:26,500.0,1267209.0,0001209191-03-033437,xslF345X02/b48711ks.xml,200.0,19060.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,12:10:46,500.0,1180962.0,0001209191-03-035788,xslF345X02/c81672-02rtc.xml,200.0,22381.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,12:11:07,500.0,1330770.0,0000927914-06-000041,xslF345X02/doc.xml,200.0,15795.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,12:14:59,500.0,1081276.0,0001140361-05-001705,xslF345X02/doc1.xml,200.0,23817.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,12:16:12,500.0,1296643.0,0001072613-05-002287,xslF345X02/pro_13834ex.xml,200.0,18242.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,12:20:08,500.0,1134446.0,0001182025-04-000010,xslF345X02/edgar.xml,200.0,16253.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,12:27:39,500.0,1243612.0,0001140361-04-001868,xslF345X02/doc1.xml,200.0,15441.0,0.0,1.0,0.0,0.0,1.0,
129.250.150.jdd,2006-03-26,12:31:38,500.0,1248313.0,0001209191-06-018794,xslF345X02/doc4.xml,200.0,15524.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,12:32:29,500.0,1327171.0,0001209191-05-042614,xslF345X02/bny10906_bny1jf.xml,200.0,11738.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,12:35:29,500.0,1315291.0,0000825411-05-000001,xslF345X02/primary_doc.xml,200.0,11519.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,12:37:08,500.0,1202921.0,0000853665-06-000010,xslF345X02/primary_doc.xml,200.0,15525.0,0.0,1.0,0.0,0.0,0.0,win
129.250.150.jdd,2006-03-26,12:38:05,500.0,1162477.0,0001140003-04-000006,xslF345X02/primary_doc.xml,200.0,16473.0,0.0,1.0,0.0,0.0,1.0,
